Trade Date,Ref Px,Net Gamma,Net Delta,Call Wall,Put Wall,Vol Trigger,Data Release
2019-07-11,2996,2.7383,15075979408,3000,2900,2950,2019-07-12
2019-07-12,3012,3.057,15480218553,3050,2900,2950,2019-07-15
2019-07-15,3013,3.2885,15838058862,3050,2900,2950,2019-07-16
2019-07-16,3007,2.8153,16147853419,3050,2900,2960,2019-07-17
2019-07-17,2989,1.4169,15973095154,3050,2900,2960,2019-07-18
2019-07-18,2993,2.1696,16390319692,3000,2900,2960,2019-07-19
2019-07-19,2987,0.7051,13862126739,3050,2900,2965,2019-07-22
2019-07-22,2984,0.8282,15416115975,3050,2900,2960,2019-07-23
2019-07-23,3005,1.9423,15886467304,3050,2900,2960,2019-07-24
2019-07-24,3018,2.5571,16386239246,3050,2900,2960,2019-07-25
2019-07-25,3004,1.6905,16357641206,3050,2900,2995,2019-07-26
2019-07-26,3027,2.6948,16670608295,3050,2900,2960,2019-07-29
2019-07-29,3022,2.4262,16678930078,3050,2900,2960,2019-07-30
2019-07-30,3010,1.664,16710968056,3050,2900,2960,2019-07-31
2019-07-31,2993,0.6462,16394333006,3050,2900,2995,2019-08-01
2019-08-01,2960,-0.91,16771519687,3050,2900,2995,2019-08-02
2019-08-02,2937,-1.3635,16788837865,3050,2900,2955,2019-08-05
2019-08-05,2850,-2.6723,18364000259,3050,2700,2950,2019-08-06
2019-08-06,2881,-2.2635,18037058837,3050,2800,2950,2019-08-07
2019-08-07,2888,-1.9782,18014011949,3050,2800,2950,2019-08-08
2019-08-08,2938,-0.5833,17854413285,3050,2800,2930,2019-08-09
2019-08-09,2931,-0.6663,17911986151,3000,2800,2930,2019-08-12
2019-08-12,2882,-2.0214,18530571088,3050,2800,2935,2019-08-13
2019-08-13,2926,-0.7456,18369260392,3050,2800,2930,2019-08-14
2019-08-14,2845,-2.938,19532771162,3050,2800,2920,2019-08-15
2019-08-15,2851,-2.5893,19579967496,3050,2800,2900,2019-08-16
2019-08-16,2890,-1.1441,17084290519,3000,2700,2900,2019-08-19
2019-08-19,2928,-0.2044,17458323945,3000,2800,2920,2019-08-20
2019-08-20,2908,-0.799,17622020208,3000,2800,2920,2019-08-21
2019-08-21,2924,-0.3307,17611714821,3000,2800,2920,2019-08-22
2019-08-22,2928,-0.2662,17918472976,3000,2800,2920,2019-08-23
2019-08-23,2848,-2.202,18617391389,3000,2800,2900,2019-08-26
2019-08-26,2867,-1.7478,18448453769,3000,2800,2900,2019-08-27
2019-08-27,2872,-1.5474,18589935491,3000,2800,2900,2019-08-28
2019-08-28,2885,-1.1978,18629794871,3000,2800,2900,2019-08-29
2019-08-29,2924,-0.0362,18653325780,3000,2800,2920,2019-08-30
2019-08-30,2922,-0.1844,18586942526,3000,2800,2920,2019-09-02
2019-09-03,2904,-0.7511,18583767770,3000,2800,2910,2019-09-04
2019-09-04,2937,0.4766,18642502591,3000,2800,2920,2019-09-05
2019-09-05,2978,2.1522,19569151066,3000,2800,2920,2019-09-06
2019-09-06,2980,2.011,19412160206,3000,2800,2920,2019-09-09
2019-09-09,2978,1.8497,19424679169,3000,2800,2945,2019-09-10
2019-09-10,2969,1.3859,19362181669,3000,2800,2945,2019-09-11
2019-09-11,2995,2.6325,20010246130,3050,2800,2935,2019-09-12
2019-09-12,3015,3.4189,20868058113,3050,2800,2940,2019-09-13
2019-09-13,3008,2.7456,20655438057,3050,2800,2940,2019-09-16
2019-09-16,2997,2.0413,20522903759,3050,2800,2940,2019-09-17
2019-09-17,3005,2.5418,21110611963,3050,2800,2945,2019-09-18
2019-09-18,3007,2.7859,21446827799,3050,2800,2960,2019-09-19
2019-09-19,3009,2.7566,21859557474,3050,2900,2960,2019-09-20
2019-09-20,2996,0.7699,14172785794,3050,2900,2985,2019-09-23
2019-09-23,2996,0.782,14294375783,3050,2900,2985,2019-09-24
2019-09-24,2962,-0.8077,14756070888,3050,2900,2980,2019-09-25
2019-09-25,2987,0.3603,14859491478,3050,2900,2985,2019-09-26
2019-09-26,2981,0.0339,14922722073,3050,2900,2970,2019-09-27
2019-09-27,2957,-0.8929,15028795465,3050,2900,2970,2019-09-30
2019-09-30,2979,-0.021,14690180208,3050,2900,2970,2019-10-01
2019-10-01,2944,-1.4062,15061456079,3050,2900,2970,2019-10-02
2019-10-02,2893,-2.3438,15969708349,3050,2700,2970,2019-10-03
2019-10-03,2904,-2.1154,16091032666,3050,2700,2970,2019-10-04
2019-10-04,2949,-0.767,15654339697,3050,2900,2950,2019-10-07
2019-10-07,2943,-0.9835,15683321097,3050,2900,2950,2019-10-08
2019-10-08,2901,-2.2715,16356311354,3050,2850,2950,2019-10-09
2019-10-09,2920,-1.6102,16208557124,3050,2850,2950,2019-10-10
2019-10-10,2937,-0.9453,16317960536,3050,2900,2950,2019-10-11
2019-10-11,2982,0.8529,16511393945,3050,2900,2950,2019-10-14
2019-10-14,2966,0.0445,16073163775,3050,2900,2965,2019-10-15
2019-10-15,2997,1.9383,16621606019,3050,2850,2970,2019-10-16
2019-10-16,2988,1.1582,16612946937,3050,2950,2970,2019-10-17
2019-10-17,3000,1.9711,16983475831,3000,2850,2970,2019-10-18
2019-10-18,2991,0.7731,15016186240,3050,2900,2970,2019-10-21
2019-10-21,3006,1.5217,16321752204,3050,2900,2990,2019-10-22
2019-10-22,3000,1.1031,16380338831,3050,2950,2990,2019-10-23
2019-10-23,3001,1.0887,16359405548,3050,2950,2990,2019-10-24
2019-10-24,3009,1.6431,16474174265,3050,2950,2990,2019-10-25
2019-10-25,3023,2.2955,16700044811,3050,2950,2990,2019-10-28
2019-10-28,3041,2.9983,17348334021,3050,2950,2990,2019-10-29
2019-10-29,3037,2.6309,17480619100,3050,2950,2990,2019-10-30
2019-10-30,3045,3.0925,17715187282,3050,2950,3005,2019-10-31
2019-10-31,3032,1.8696,17435883170,3050,2950,3005,2019-11-01
2019-11-01,3064,3.5165,18266759291,3100,2900,3010,2019-11-04
2019-11-04,3077,3.8544,18907551288,3100,2900,3010,2019-11-05
2019-11-05,3078,3.9661,19302479553,3100,2900,3010,2019-11-06
2019-11-06,3074,3.7093,19187763808,3100,2900,3010,2019-11-07
2019-11-07,3080,4.039,19883659423,3100,2900,3010,2019-11-08
2019-11-08,3089,4.2727,20059747600,3100,2900,3010,2019-11-11
2019-11-11,3085,4.0108,19975578008,3100,2900,3010,2019-11-12
2019-11-12,3090,4.2007,20386921853,3100,2900,3015,2019-11-13
2019-11-13,3096,4.3367,20843396296,3100,2950,3015,2019-11-14
2019-11-14,3097,4.2755,21221973774,3100,2900,3015,2019-11-15
2019-11-15,3114,3.6513,19381019668,3150,2800,3015,2019-11-18
2019-11-18,3120,3.7573,19801659599,3150,2800,3015,2019-11-19
2019-11-19,3123,3.8412,20121727029,3150,2800,3045,2019-11-20
2019-11-20,3107,2.9349,19876971763,3150,2800,3045,2019-11-21
2019-11-21,3104,2.6739,20091110833,3150,2800,3045,2019-11-22
2019-11-22,3109,2.9359,19998270929,3150,2800,3045,2019-11-25
2019-11-25,3131,4.1994,20842346873,3150,2800,3045,2019-11-26
2019-11-26,3139,4.8104,21391194171,3150,2800,3065,2019-11-27
2019-11-27,3153,4.7924,22130066066,3150,2800,3065,2019-11-28
2019-11-29,3141,3.3609,21383692398,3200,2800,3065,2019-12-02
2019-12-02,3120,2.0615,21186296782,3150,2800,3065,2019-12-03
2019-12-03,3089,0.7533,21174914658,3150,3000,3080,2019-12-04
2019-12-04,3116,2.1181,21525124779,3150,3000,3070,2019-12-05
2019-12-05,3119,2.3534,21665262767,3150,3000,3070,2019-12-06
2019-12-06,3149,3.6692,22300686678,3200,2800,3070,2019-12-09
2019-12-09,3139,2.7236,22303944141,3200,3000,3070,2019-12-10
2019-12-10,3131,2.3498,22348221611,3150,3000,3095,2019-12-11
2019-12-11,3140,2.9106,22703327448,3200,3000,3070,2019-12-12
2019-12-12,3169,4.5108,23935653061,3200,2800,3070,2019-12-13
2019-12-13,3170,4.5359,23702696486,3200,2800,3070,2019-12-16
2019-12-16,3193,5.245,25035503859,3200,3000,3070,2019-12-17
2019-12-17,3193,5.0975,25591672141,3200,3050,3095,2019-12-18
2019-12-18,3196,5.1215,25937105199,3200,3000,3110,2019-12-19
2019-12-19,3203,5.2106,27011268090,3200,3000,3120,2019-12-20
2019-12-20,3222,2.8665,16143970878,3250,3050,3120,2019-12-23
2019-12-23,3224,2.9128,16507255275,3250,3050,3120,2019-12-24
2019-12-24,3223,2.8247,16541222801,3250,3100,3120,2019-12-25
2019-12-26,3236,3.1163,17026946539,3250,3100,3120,2019-12-27
2019-12-27,3240,2.9125,17026946539,3250,3100,3120,2019-12-30
2019-12-30,3221,2.7825,17026946539,3250,3100,3120,2019-12-31
2019-12-31,3240,2.7125,17026946539,3250,3100,3120,2020-01-01
2020-01-02,3251,2.8074,16996609649,3250,3100,3165,2020-01-03
2020-01-03,3237,1.9519,17091009270,3250,3000,3170,2020-01-06
2020-01-06,3241,2.2892,17314924774,3250,2900,3165,2020-01-07
2020-01-07,3240,2.4756,17543250869,3250,3100,3170,2020-01-08
2020-01-08,3263,3.0165,18197012582,3300,3100,3170,2020-01-09
2020-01-09,3272,3.2898,18891188167,3300,3150,3195,2020-01-10
2020-01-10,3262,2.7334,18971875578,3300,3150,3200,2020-01-13
2020-01-13,3284,3.7172,19864514289,3300,3150,3200,2020-01-14
2020-01-14,3283,3.505,20233121129,3300,3150,3205,2020-01-15
2020-01-15,3284,1.7413,14610933373,3300,3150,3210,2020-01-16
2020-01-16,3313,2.4198,15607113806,3300,3100,3210,2020-01-17
2020-01-17,3324,2.737,16613826603,3350,3100,3235,2020-01-20
2020-01-21,3321,2.3652,17753915212,3350,3150,3235,2020-01-22
2020-01-22,3321,1.9563,17782871896,3350,3150,3235,2020-01-23
2020-01-23,3324,1.9296,18198805626,3350,3150,3235,2020-01-24
2020-01-24,3288,0.6339,18152889609,3350,3150,3275,2020-01-27
2020-01-27,3247,-0.3412,18175760760,3300,3150,3235,2020-01-28
2020-01-28,3281,0.7039,18570108113,3350,3150,3250,2020-01-29
2020-01-29,3279,0.5856,18133830879,3350,3100,3270,2020-01-30
2020-01-30,3277,0.6072,18234276874,3350,3100,3270,2020-01-31
2020-01-31,3223,-0.7123,11517864832,3300,3100,3250,2020-02-03
2020-02-03,3251,-0.1431,11332561050,3300,3100,3250,2020-02-04
2020-02-04,3300,1.1394,11893646260,3350,3200,3255,2020-02-05
2020-02-05,3334,2.1752,12398262510,3340,3100,3250,2020-02-06
2020-02-06,3344,2.2124,12794850554,3350,3100,3270,2020-02-07
2020-02-07,3330,1.7567,12487767170,3330,3325,3325,2020-02-10
2020-02-10,3346,1.6201,12714516764,3400,3345,3285,2020-02-11
2020-02-11,3360,2.2865,13265435119,3400,3100,3285,2020-02-12
2020-02-12,3379,3.6039,13702251318,3380,3100,3275,2020-02-13
2020-02-13,3373,2.0674,13905755274,3400,3100,3285,2020-02-14
2020-02-14,3375,1.0956,13729724249,3400,3375,3375,2020-02-17
2020-02-18,3371,1.423,13823730833,3400,3370,3370,2020-02-19
2020-02-19,3387,2.2384,14382632954,3400,3380,3310,2020-02-20
2020-02-20,3372,1.8877,14531702878,3400,3100,3345,2020-02-21
2020-02-21,3331,-0.5314,12754670858,3400,3330,3335,2020-02-24
2020-02-24,3233,-1.5444,13418179325,3400,3225,3230,2020-02-25
2020-02-25,3121,-2.3501,13790743636,3400,3100,3280,2020-02-26
2020-02-26,3125,-2.2185,14672999391,3400,3100,3280,2020-02-27
2020-02-27,3009,-2.3425,16611054976,3400,3000,3250,2020-02-28
2020-02-28,2881,-2.3502,18313597576,3400,2900,3220,2020-03-02
2020-03-02,3046,-1.9262,16439359958,3400,3000,3250,2020-03-03
2020-03-03,3023,-1.85,16973064479,3400,3000,3250,2020-03-04
2020-03-04,3111,-1.4488,16310817140,3400,3000,3215,2020-03-05
2020-03-05,3015,-1.75,17599868205,3400,3000,3190,2020-03-06
2020-03-06,2947,-2.1701,17974881712,3400,2950,3190,2020-03-09
2020-03-09,2784,-1.6594,19313729334,3450,2700,3140,2020-03-10
2020-03-10,2849,-1.6735,19237728629,3300,2800,3140,2020-03-11
2020-03-11,2745,-1.7685,19898164902,2780,2700,3140,2020-03-12
2020-03-12,2514,-1.2842,21904202178,2590,2500,3125,2020-03-13
2020-03-13,2604,-1.5117,21470916054,2925,2600,3125,2020-03-16
2020-03-16,2455,-1.0315,21503073771,2510,2600,3125,2020-03-17
2020-03-17,2524,-1.1125,22002707802,2925,2600,3125,2020-03-18
2020-03-18,2334,-1.0497,22215704904,3400,2300,3125,2020-03-19
2020-03-19,2446,-1.1389,22558924779,3400,2500,3125,2020-03-20
2020-03-20,2325,-0.7649,15840189966,2360,2300,3000,2020-03-23
2020-03-23,2220,-0.7976,15895792003,2240,2200,3000,2020-03-24
2020-03-24,2433,-0.8158,15968911780,3400,2200,3075,2020-03-25
2020-03-25,2532,-0.6381,16095751956,2540,2200,3025,2020-03-26
2020-03-26,2588,-0.7433,16311479302,3400,2500,3025,2020-03-27
2020-03-27,2568,-0.6427,15825068269,2550,2500,3025,2020-03-30
2020-03-30,2620,-0.6708,15819557438,2590,2600,3025,2020-03-31
2020-03-31,2590,-0.683,15039288470,2600,2575,2580,2020-04-01
2020-04-01,2450,-0.8862,15126993380,3400,2300,3025,2020-04-02
2020-04-02,2511,-0.7154,15274638820,3150,2200,3025,2020-04-03
2020-04-03,2569,-1.0604,15795321140,3150,2450,2975,2020-04-06
2020-04-06,2739,-0.6336,15947777704,2670,2400,3025,2020-04-07
2020-04-07,2643,-0.4859,15372648959,3400,2500,3025,2020-04-08
2020-04-08,2719,-0.3948,15720669705,2750,2400,2745,2020-04-09
2020-04-09,2750,-0.3029,15712360872,2800,2500,2775,2020-04-10
2020-04-13,2784,-0.3417,16022490261,2780,2500,2760,2020-04-14
2020-04-14,2790,-0.1509,16075234929,2900,2500,2755,2020-04-15
2020-04-15,2785,-0.3453,16380053849,2800,2600,2780,2020-04-16
2020-04-16,2876,-0.3607,17109205173,2900,2500,2760,2020-04-17
2020-04-17,2819,-0.2111,13997798817,2880,2850,2870,2020-04-20
2020-04-20,2777,-0.2814,14013217584,3100,2500,2825,2020-04-21
2020-04-21,2762,-0.4878,14295429425,3100,2500,2775,2020-04-22
2020-04-22,2789,-0.165,14206159077,2825,2500,2795,2020-04-23
2020-04-23,2799,-0.3331,14352478940,2850,2500,2825,2020-04-24
2020-04-24,2855,-0.0101,14431226666,2850,2500,2835,2020-04-27
2020-04-27,2901,0.177,14599371727,2900,2500,2845,2020-04-28
2020-04-28,2888,-0.1242,14653762428,2900,2500,2845,2020-04-29
2020-04-29,2936,0.4108,14993610761,2950,2500,2855,2020-04-30
2020-04-30,2848,-0.2501,14291538853,2925,2900,2910,2020-05-01
2020-05-01,2785,-0.476,14171249294,2835,2825,2830,2020-05-04
2020-05-04,2850,-0.1576,14395823492,2850,2700,2840,2020-05-05
2020-05-05,2882,-0.2399,14583894616,3000,2500,2845,2020-05-06
2020-05-06,2872,-0.2788,14580255287,2860,2845,2845,2020-05-07
2020-05-07,2913,-0.2337,14858054781,3000,2500,2850,2020-05-08
2020-05-08,2912,0.1529,14676399430,2930,2700,2925,2020-05-11
2020-05-11,2926,0.1953,14714705626,2940,2700,2930,2020-05-12
2020-05-12,2871,-0.3564,14761714773,3000,2800,2895,2020-05-13
2020-05-13,2812,-0.9205,14992465680,3000,2800,2825,2020-05-14
2020-05-14,2852,-0.567,15074068346,3150,2750,2850,2020-05-15
2020-05-15,2888,-0.499,13603452452,3000,2850,2860,2020-05-18
2020-05-18,2930,0.6585,13782604118,2970,2800,2890,2020-05-19
2020-05-19,2950,0.0171,13972960494,3000,2800,2920,2020-05-20
2020-05-20,2949,0.4093,14094144966,2980,2800,2970,2020-05-21
2020-05-21,2926,0.1024,14043150295,3000,2800,2930,2020-05-22
2020-05-22,3007,-0.3086,14345676399,3000,2950,2955,2020-05-25
2020-05-26,3028,0.1779,14564030990,3000,2990,2990,2020-05-27
2020-05-27,3038,0.3151,14752366055,3050,2800,2960,2020-05-28
2020-05-28,3023,0.3503,15019523706,3050,2800,2965,2020-05-29
2020-05-29,3035,0.396,14758101113,3050,3040,3040,2020-06-01
2020-06-01,3072,0.3,14982517910,3100,2800,3055,2020-06-02
2020-06-02,3094,0.4124,15234673923,3100,2800,2995,2020-06-03
2020-06-03,3102,1.1012,15727003724,3130,2800,2995,2020-06-04
2020-06-04,3133,0.4521,15897442560,3150,2800,3045,2020-06-05
2020-06-05,3199,0.8027,16596674870,3200,3180,3025,2020-06-08
2020-06-08,3199,0.7645,16897912720,3300,2800,3025,2020-06-09
2020-06-09,3195,0.7144,17084973199,3300,2800,3055,2020-06-10
2020-06-10,3139,0.8132,16769779638,3200,2800,3055,2020-06-11
2020-06-11,3058,-0.3763,16898614040,3300,2950,3055,2020-06-12
2020-06-12,2976,-0.4494,16146865586,3050,3000,3040,2020-06-15
2020-06-15,3095,-0.2025,16672762948,3300,3040,3065,2020-06-16
2020-06-16,3134,0.2108,17126625345,3300,2800,3055,2020-06-17
2020-06-17,3102,0.0509,16993744742,3300,3100,3110,2020-06-18
2020-06-18,3125,0.2477,17186233374,3200,2800,3055,2020-06-19
2020-06-19,3082,0.2254,10689003637,3125,3000,3095,2020-06-22
2020-06-22,3137,-0.0298,10850291498,3200,3100,3115,2020-06-23
2020-06-23,3093,0.1673,10836207130,3200,3050,3105,2020-06-24
2020-06-24,3039,-0.2285,10834830823,3300,3050,3050,2020-06-25
2020-06-25,3067,-0.2069,10945960887,3300,3000,3075,2020-06-26
2020-06-26,3020,-0.4853,10925093255,3300,3000,3005,2020-06-29
2020-06-29,3041,-0.5881,10909964970,3300,3000,3050,2020-06-30
2020-06-30,3066,-0.1823,10528701205,3300,3100,3100,2020-07-01
2020-07-01,3120,0.3795,10752871018,3200,2800,3115,2020-07-02
2020-07-02,3168,0.2077,10950104989,3200,3130,3130,2020-07-03
2020-07-06,3140,0.3521,10986448654,3200,3170,3175,2020-07-07
2020-07-07,3139,0.2382,11074479311,3200,2800,3125,2020-07-08
2020-07-08,3160,0.277,11204163040,3200,3160,3165,2020-07-09
2020-07-09,3131,0.1649,11164786805,3200,2800,3130,2020-07-10
2020-07-10,3192,0.3803,11395996832,3200,3180,3185,2020-07-13
2020-07-13,3162,0.3235,11586015661,3300,2900,3155,2020-07-14
2020-07-14,3202,0.3506,11849232377,3250,2800,3145,2020-07-15
2020-07-15,3199,0.7857,12045792219,3250,2800,3145,2020-07-16
2020-07-16,3202,0.583,12022289216,3250,2900,3145,2020-07-17
2020-07-17,3205,0.7534,10935079835,3300,3000,3145,2020-07-20
2020-07-20,3259,0.5682,10643639326,3300,3000,3100,2020-07-21
2020-07-21,3252,0.543,10750965292,3300,3000,3100,2020-07-22
2020-07-22,3278,0.6484,11051003764,3300,3000,3100,2020-07-23
2020-07-23,3206,0.4069,10754083379,3300,2900,3170,2020-07-24
2020-07-24,3215,0.3122,10846829288,3300,2900,3170,2020-07-27
2020-07-27,3223,0.4201,10473229920,3300,2900,3170,2020-07-28
2020-07-28,3219,0.3416,10321634336,3300,2900,3170,2020-07-29
2020-07-29,3238,0.5467,10624005591,3300,2900,3170,2020-07-30
2020-07-30,3257,0.46,10751710606,3300,2900,3170,2020-07-31
2020-07-31,3262,0.5282,10636745192,3300,2900,3170,2020-08-03
2020-08-03,3281,0.6459,10845819701,3300,2900,3170,2020-08-04
2020-08-04,3311,0.6037,10718891860,3300,2900,3170,2020-08-05
2020-08-05,3318,0.7328,11139147335,3400,2900,3170,2020-08-06
2020-08-06,3335,0.8822,11126205474,3400,3000,3170,2020-08-07
2020-08-07,3347,0.9294,11425330923,3400,3000,3190,2020-08-10
2020-08-10,3362,0.8962,11235931499,3400,3000,3210,2020-08-11
2020-08-11,3347,0.7058,11442130863,3400,3000,3210,2020-08-12
2020-08-12,3368,0.9506,11560400289,3400,3000,3210,2020-08-13
2020-08-13,3376,0.9226,11629888351,3400,3000,3205,2020-08-14
2020-08-14,3379,0.6223,11054319289,3400,3000,3205,2020-08-17
2020-08-17,3385,0.7157,10790952751,3450,3000,3205,2020-08-18
2020-08-18,3390,0.7032,10925685908,3450,3000,3205,2020-08-19
2020-08-19,3363,0.6264,11626123907,3450,3000,3225,2020-08-20
2020-08-20,3387,0.6689,12182694715,3450,3000,3200,2020-08-21
2020-08-21,3408,0.7753,12279923758,3450,3000,3295,2020-08-24
2020-08-24,3442,0.8698,12541876268,3450,3000,3295,2020-08-25
2020-08-25,3441,0.8531,12395154776,3500,3000,3210,2020-08-26
2020-08-26,3472,0.8987,12945591920,3500,3100,3295,2020-08-27
2020-08-27,3506,0.9192,13378234137,3500,3000,3225,2020-08-28
2020-08-28,3514,1.0102,13618482456,3500,3100,3225,2020-08-31
2020-08-31,3505,0.9788,14040309433,3510,3500,3500,2020-09-01
2020-09-01,3539,0.774,13032719682,3550,3000,3315,2020-09-02
2020-09-02,3562,1.3103,15102276619,3590,3580,3315,2020-09-03
2020-09-03,3442,0.204,14722372552,3500,3000,3420,2020-09-04
2020-09-04,3397,0.3091,14144232053,3450,3420,3420,2020-09-07
2020-09-08,3364,-0.017,13803403073,3350,3200,3340,2020-09-09
2020-09-09,3406,0.4739,13972483241,3500,3250,3395,2020-09-10
2020-09-10,3365,-0.1215,14281694705,3500,3250,3365,2020-09-11
2020-09-11,3365,0.0054,13931221396,3350,3250,3340,2020-09-14
2020-09-14,3386,0.6236,13993110007,3395,3250,3380,2020-09-15
2020-09-15,3399,0.0455,12445886899,3500,3100,3390,2020-09-16
2020-09-16,3316,0.2958,14011896710,3400,3385,3385,2020-09-17
2020-09-17,3353,-0.4153,12029579408,3350,3250,3340,2020-09-18
2020-09-18,3299,-0.0718,10193036074,3325,3300,3315,2020-09-21
2020-09-21,3263,-0.58,10205697547,3500,3250,3345,2020-09-22
2020-09-22,3302,-0.1717,10360177034,3500,3250,3320,2020-09-23
2020-09-23,3219,-0.4757,10425395804,3500,3200,3225,2020-09-24
2020-09-24,3248,-0.7971,10801275055,3500,3250,3300,2020-09-25
2020-09-25,3310,-0.0483,10749456268,3300,3200,3295,2020-09-28
2020-09-28,3346,0.3008,10842201236,3355,3200,3350,2020-09-29
2020-09-29,3323,0.0581,10785718509,3400,3200,3335,2020-09-30
2020-09-30,3381,-0.2434,10723465074,3400,3350,3360,2020-10-01
2020-10-01,3311,0.1969,10685744901,3400,3100,3370,2020-10-02
2020-10-02,3355,0.3978,10681290880,3350,3200,3345,2020-10-05
2020-10-05,3393,0.519,10806683807,3410,3200,3395,2020-10-06
2020-10-06,3370,0.0297,10907355047,3400,3200,3370,2020-10-07
2020-10-07,3418,0.7351,11055710545,3425,3410,3415,2020-10-08
2020-10-08,3451,0.8004,11272172258,3500,3200,3370,2020-10-09
2020-10-12,3514,1.273,12312641559,3550,3200,3370,2020-10-13
2020-10-13,3510,0.8922,12692430197,3550,3200,3370,2020-10-14
2020-10-14,3466,0.9036,12104051293,3500,3200,3395,2020-10-15
2020-10-15,3473,0.6531,11414761943,3500,3200,3445,2020-10-16
2020-10-16,3486,0.7295,11142592437,3500,3480,3480,2020-10-19
2020-10-19,3434,0.0339,11078961948,3500,3425,3425,2020-10-20
2020-10-20,3452,0.2333,11292747228,3500,3425,3445,2020-10-21
2020-10-21,3417,0.1658,11142637805,3500,3425,3435,2020-10-22
2020-10-22,3442,0.3193,11217643795,3500,3425,3435,2020-10-23
2020-10-23,3429,0.3206,11057646669,3500,3460,3465,2020-10-26
2020-10-26,3407,-0.2877,11235005127,3500,3300,3400,2020-10-27
2020-10-27,3367,-0.0157,11189411456,3500,3300,3390,2020-10-28
2020-10-28,3303,-0.4654,11575533038,3500,3200,3375,2020-10-29
2020-10-29,3230,-0.3467,10933305650,3500,3200,3370,2020-10-30
2020-10-30,3272,-0.8244,11063928196,3500,3250,3265,2020-11-02
2020-11-02,3353,-0.0054,17031038526,3600,3000,3275,2020-11-03
2020-11-03,3380,0.3761,15779205576,3600,3000,3280,2020-11-04
2020-11-04,3459,0.7194,11830855712,3500,3200,3370,2020-11-05
2020-11-05,3482,1.1351,12420671191,3500,3200,3370,2020-11-06
2020-11-06,3553,1.041,12501293480,3600,3200,3395,2020-11-09
2020-11-09,3526,0.9353,12769759122,3600,3200,3395,2020-11-10
2020-11-10,3556,0.9752,12903525839,3600,3300,3445,2020-11-11
2020-11-11,3567,1.173,13159196884,3600,3300,3395,2020-11-12
2020-11-12,3562,0.892,13168094366,3600,3200,3445,2020-11-13
2020-11-13,3618,1.1877,13580589062,3600,3200,3395,2020-11-16
2020-11-16,3605,1.3589,13829934935,3600,3200,3395,2020-11-17
2020-11-17,3594,1.2534,13823525110,3600,3300,3445,2020-11-18
2020-11-18,3566,0.7197,13791998911,3700,3200,3445,2020-11-19
2020-11-19,3576,0.9512,14048053539,3600,3200,3445,2020-11-20
2020-11-20,3564,0.4725,11501342695,3600,3300,3495,2020-11-23
2020-11-23,3603,0.7647,12665044319,3600,3300,3495,2020-11-24
2020-11-24,3635,0.5906,10859393292,3700,3200,3445,2020-11-25
2020-11-25,3629,0.604,2959358207,3700,3200,3445,2020-11-26
2020-11-27,3613,0.9115,13317088655,3700,3300,3470,2020-11-30
2020-11-30,3659,0.8113,12976901250,3700,3300,3505,2020-12-01
2020-12-01,3652,1.1537,13614603642,3700,3630,3505,2020-12-02
2020-12-02,3664,1.0785,13862457891,3700,3300,3505,2020-12-03
2020-12-03,3672,1.0975,13978857169,3700,3300,3505,2020-12-04
2020-12-04,3688,0.9753,12396342417,3700,3500,3505,2020-12-07
2020-12-07,3668,1.0068,11480180668,3700,3500,3505,2020-12-08
2020-12-08,3712,1.3591,14632331230,3700,3500,3595,2020-12-09
2020-12-09,3670,0.8754,10503913605,3700,3500,3595,2020-12-10
2020-12-10,3660,0.6524,14752012044,3700,3645,3645,2020-12-11
2020-12-11,3669,0.6673,14777672318,3700,3300,3645,2020-12-14
2020-12-14,3645,0.2764,14919361624,3700,3500,3645,2020-12-15
2020-12-15,3684,1.0682,15582820617,3700,3640,3645,2020-12-16
2020-12-16,3705,1.0195,15724986933,3750,3660,3670,2020-12-17
2020-12-17,3705,1.609,15951043692,3750,3500,3635,2020-12-18
2020-12-18,3647,0.577,9304442144,3750,3500,3695,2020-12-21
2020-12-21,3687,0.5688,995801576333,3750,3500,3690,2020-12-22
2020-12-22,3686,0.1105,959817490005,3750,3500,3695,2020-12-23
2020-12-23,3685,0.2312,926921205939,3750,3500,3695,2020-12-24
2020-12-24,3692,0.7384,985575341423,3750,3500,3670,2020-12-25
2020-12-28,3743,1.0183,1014124946628,3750,3500,3670,2020-12-29
2020-12-29,3734,0.6362,1042137985808,3750,3500,3720,2020-12-30
2020-12-30,3725,0.7663,1043836707661,3750,3600,3695,2020-12-31
2020-12-31,3767,0.8235,1001067017090,3800,3550,3695,2021-01-01
2021-01-04,3693,0.2246,989220972136,3800,3550,3695,2021-01-05
2021-01-05,3706,0.5772,1016138453685,3800,3550,3695,2021-01-06
2021-01-06,3753,0.5696,1053495590579,3800,3600,3695,2021-01-07
2021-01-07,3810,1.4129,1094718535196,3800,3550,3695,2021-01-08
2021-01-08,3793,1.1022,1100219899870,3850,3550,3735,2021-01-11
2021-01-11,3797,0.8165,1109626484864,3850,3550,3695,2021-01-12
2021-01-12,3792,0.7796,1131346155383,3850,3550,3745,2021-01-13
2021-01-13,3813,0.82,1165432634777,3850,3550,3765,2021-01-14
2021-01-14,3771,0.1193,1193605472564,3825,3800,3805,2021-01-15
2021-01-15,3765,0.2835,912632512780,3850,3550,3745,2021-01-18
2021-01-19,3804,0.3732,995874063279,3850,3600,3790,2021-01-20
2021-01-20,3856,1.2648,1045915889596,3850,3550,3790,2021-01-21
